measurement_id,case_id,sensor_position,asset_type,bearing_model,fault_origin,fixed_speed,sampling_rate,rpm,signal_length,unit,ftf_multiple,bpf_multiple,bpfo_multiple,bpfi_multiple,Bearing_health_state,mean,std,rms,peak,peak_to_peak,crest_factor,skewness,kurtosis,shape_factor,impulse_factor,p5,p25,p75,p95,iqr,fft_mean,fft_std,fft_peak,fft_peak_freq_norm,spectral_centroid,spectral_bandwidth,band_energy_low,band_energy_mid_low,band_energy_mid_high,band_energy_high
3779,11,FS,Roller,BRG_E,FS,0,512,10.8507,8192,m/s^2,1.03959,5.40216,8.20962,13.4255,0,0.000596881,0.0151669,0.0373843,0.296572,0.341636,4.52284,0.0259801,0.0849945,1.25826,5.69307,-0.0114244,-0.0115729,0.0454625,0.0547531,0.0549642,1.81396,8.3054,62.8657,0.00152146,0.204938,0.137219,-14246000.0,-1587100.0,52166700.0,6706320.0
3780,7,FS,Agitator,BRG_A,DS,1,5120,1164.43,16384,m/s^2,0.411794,2.59144,3.99262,5.84189,0,0.000371379,0.86767,0.840819,3.88036,7.54476,4.66783,0.0698528,0.0652408,1.25863,5.88083,-1.4001,-0.574862,0.53331,1.42168,1.19581,69.1189,85.9409,3079.11,0.00266737,0.280877,0.150033,38919500.0,11264500.0,26904600.0,27825400.0
3781,11,DS,Roller,BRG_E,FS,0,512,33.7707,8192,m/s^2,1.03959,5.40216,8.20962,13.4255,0,0.000370871,0.167646,0.145074,0.6066,1.09026,3.80897,0.0330869,-0.0108278,1.25248,4.76659,-0.276882,-0.0863467,0.102251,0.181932,0.220211,7.58829,11.0794,336.449,0.146619,0.268176,0.142655,-7405500.0,13790100.0,47730000.0,-14901900.0
3782,3,DS,Engine,BRG_E,DS,1,5120,1163.3,16384,m/s^2,0.375214,1.98976,3.08749,4.91793,0,6.15442e-05,0.57228,0.587047,2.08339,4.37211,3.99391,-0.194953,0.24746,1.26952,5.0408,-1.05829,-0.397692,0.398852,0.922123,0.806669,33.3069,68.4743,1886.33,0.0225933,0.23354,0.174556,37342600.0,11898900.0,-13635200.0,25143800.0
3783,8,DS,Roller,BRG_D,DS,0,640,1020.39,16384,m/s^2,0.0326703,0.215398,0.524658,0.753853,1,0.000480159,0.07134,0.0500268,0.37854,1.00475,8.81275,-0.183293,4.24804,1.33979,11.8362,-0.0304273,-0.04595,0.037482,0.0773042,0.107994,6.56375,1.82308,21.3355,0.213155,0.235271,0.129797,3082710.0,-3148880.0,-9964400.0,1243350.0
3784,3,DS,Engine,BRG_E,DS,1,5120,1160.49,16384,m/s^2,0.375214,1.98976,3.08749,4.91793,3,0.000554078,1.22477,1.21161,5.08454,10.0943,4.27198,0.0663181,-0.138691,1.24327,5.32156,-2.03765,-0.897153,0.821296,2.17353,1.70942,67.1568,141.605,4328.89,0.16499,0.205634,0.13239,36980800.0,125219000.0,-6653100.0,-1837080.0
3785,3,FS,Engine,BRG_A,DS,1,5120,1159.79,16384,m/s^2,0.405214,2.55976,4.08749,5.91793,0,3.30669e-05,3.86017,3.88043,11.7605,23.1829,3.04232,0.0978551,-0.531356,1.20855,3.69944,-6.04335,-2.92484,2.88009,6.499,5.78606,178.15,460.965,15023.6,0.16096,0.275051,0.119639,27052900.0,1263800000.0,592565000.0,178075000.0
3786,2,DS,Pump,BRG_G,DS,0,5120,1101.35,16384,m/s^2,0.419199,2.97983,4.21303,5.828,0,0.000262936,2.00311,1.99309,7.05776,13.7646,3.55846,-0.0012772,-0.141837,1.24604,4.42525,-3.22768,-1.33347,1.34776,3.19016,2.68457,134.865,209.341,5471.95,0.192917,0.379316,0.119576,5219530.0,50653700.0,93474000.0,447384000.0
3787,11,FS,Roller,BRG_E,FS,0,512,37.4136,8192,m/s^2,1.03959,5.40216,8.20962,13.4255,0,0.000415971,0.0506504,0.120536,0.200206,0.61662,4.0858,0.016909,-0.00588664,1.25249,5.12858,-0.136694,-0.0416711,0.0818799,0.1545,0.160701,5.1595,3.79318,136.993,0.144434,0.217433,0.145999,3385990.0,1215160.0,-20621300.0,-12210100.0
3788,7,FS,Agitator,BRG_A,DS,1,5120,1159.64,16384,m/s^2,0.411794,2.59144,3.99262,5.84189,0,7.72149e-05,0.650491,0.672753,2.41733,5.42364,3.70827,-0.0236023,-0.183961,1.24789,4.62226,-1.09197,-0.464572,0.511247,1.13175,0.88132,49.3543,69.8144,3013.58,0.0259673,0.285073,0.136332,11572700.0,5710070.0,32874800.0,-8339580.0
3789,1,DS,Pump,BRG_K,DS,0,12800,2478.16,16384,m/s^2,0.390781,2.00655,4.88776,7.10268,0,0.000484315,4.70784,4.64916,19.1054,35.5943,4.10453,-0.00104283,0.0330948,1.25501,5.15226,-7.6205,-3.186,3.12322,7.65364,6.34243,365.08,476.733,9921.15,0.0910436,0.20975,0.147081,1797180000.0,111242000.0,867596000.0,102321000.0
3790,2,FS,Pump,BRG_F,DS,0,5120,1112.05,16384,m/s^2,0.409199,2.73983,3.73303,5.308,0,0.000413001,2.02794,2.06433,6.62538,12.9884,3.3398,-0.0485805,-0.487598,1.22181,4.06986,-3.45759,-1.51756,1.53018,3.31284,3.01832,104.817,243.648,12381.4,0.19417,0.351356,0.130625,1139200.0,318908000.0,-6323250.0,250847000.0
3791,9,DS,Pump,BRG_H,FS,0,6400,1199.88,16384,m/s^2,0.405987,2.57593,5.67682,8.40286,0,5.61324e-05,6.05886,5.98366,20.7951,40.4399,3.4225,-0.00641012,-0.118885,1.25017,4.26702,-10.1026,-4.11694,4.04319,10.0081,8.12117,353.676,687.74,11658.2,0.488469,0.410613,0.102398,11723900.0,42783400.0,211711000.0,4605560000.0
3792,8,FS,Roller,BRG_D,DS,0,640,1158.68,16384,m/s^2,0.0326703,0.215398,0.524658,0.753853,0,0.000201251,0.0594247,0.0579258,0.156767,0.858077,4.32048,-0.00954474,-0.151017,1.2523,5.42558,-0.153131,-0.0435871,0.028246,0.0539558,0.111357,1.52353,5.99209,235.751,0.243336,0.201653,0.117599,-22725.3,-2532650.0,4892220.0,-67750.8
3793,8,DS,Roller,BRG_D,DS,0,640,1158.93,16384,m/s^2,0.0326703,0.215398,0.524658,0.753853,0,0.000151402,0.0366911,0.0254568,0.294232,0.502191,4.12289,-0.0887859,0.0317232,1.2552,5.16462,-0.119337,-0.0344783,0.0242917,0.0649953,0.0566057,4.2367,4.13063,89.9403,0.275884,0.214023,0.126036,5184450.0,3892640.0,3969800.0,5688220.0
3794,11,FS,Roller,BRG_E,FS,0,512,32.921,8192,m/s^2,1.03959,5.40216,8.20962,13.4255,0,0.000338964,0.077215,0.0949252,0.234612,0.931328,3.74799,0.0602131,-0.0528145,1.24557,4.67196,-0.166432,-0.0621539,0.0910805,0.158392,0.11508,4.72063,9.29724,195.494,0.146235,0.257018,0.136634,-2703270.0,2781100.0,6407970.0,-1683810.0
3795,2,FS,Pump,BRG_F,DS,0,5120,1099.25,16384,m/s^2,0.409199,2.73983,3.73303,5.308,0,0.000456349,1.67609,1.60952,6.09918,11.5438,3.62535,0.00991103,-0.285857,1.24048,4.49403,-2.65877,-1.14431,1.12822,2.67242,2.2578,101.464,178.846,10225.3,0.194352,0.349534,0.132951,10400300.0,137694000.0,27452400.0,192543000.0
3796,7,FS,Agitator,BRG_A,DS,1,5120,1161.22,16384,m/s^2,0.411794,2.59144,3.99262,5.84189,0,0.000376727,1.1789,1.1878,4.78332,9.3252,4.16664,0.00324648,-0.0101682,1.25421,5.21243,-1.94714,-0.841081,0.799699,2.02081,1.6244,86.0398,124.276,2566.19,0.161677,0.301499,0.142114,18669100.0,41748300.0,90399300.0,114376000.0
3797,9,FS,Pump,BRG_B,FS,0,6400,1184.95,16384,m/s^2,0.415987,2.13593,4.94682,7.14286,1,0.000224035,2.59095,2.55986,11.4573,22.2491,4.49961,0.002127,0.210646,1.26317,5.6896,-4.16841,-1.71347,1.66223,4.26361,3.41145,212.513,250.069,4094.82,0.13098,0.199711,0.134143,378012000.0,360471000.0,143976000.0,11301900.0
3798,11,DS,Roller,BRG_E,FS,0,512,35.7611,8192,m/s^2,1.03959,5.40216,8.20962,13.4255,0,0.000592851,0.107861,0.131108,0.237389,0.769266,3.82261,0.0421746,-0.0348433,1.25258,4.80895,-0.150431,-0.0697652,0.0858579,0.188864,0.149182,5.02052,5.12089,77.8076,0.0966479,0.230999,0.141902,-519958.0,-3432020.0,-5663930.0,11552200.0
3799,9,FS,Pump,BRG_B,FS,0,6400,1172.88,16384,m/s^2,0.415987,2.13593,4.94682,7.14286,1,0.000150332,1.87336,1.91383,8.16617,15.264,4.31553,-0.0152215,-7.54772e-05,1.25718,5.39483,-3.16081,-1.28513,1.25773,3.14167,2.49509,172.928,164.691,2525.0,0.187898,0.201561,0.137756,254178000.0,130150000.0,77877800.0,3739550.0
3800,11,FS,Roller,BRG_E,FS,0,512,34.5199,8192,m/s^2,1.03959,5.40216,8.20962,13.4255,0,0.000215346,0.139564,0.130467,0.69501,1.29454,6.03918,0.00615464,0.140809,1.25953,7.64086,-0.20538,-0.0805313,0.0720094,0.174459,0.15948,5.28499,7.83112,246.848,0.148588,0.241307,0.139474,2132150.0,8472340.0,56271800.0,-15491900.0
3801,7,DS,Agitator,BRG_E,DS,1,5120,1157.51,16384,m/s^2,0.381794,2.02144,2.99262,4.84189,0,0.000507148,0.463682,0.44637,2.47387,4.94599,5.48435,-0.114054,1.21144,1.29314,7.07283,-0.656441,-0.2641,0.297037,0.755729,0.561371,32.8867,45.6613,1390.19,0.0486921,0.194409,0.145263,14996700.0,7582980.0,21699300.0,11527800.0
3802,7,DS,Agitator,BRG_E,DS,1,2560,1160.95,8192,m/s^2,0.381794,2.02144,2.99262,4.84189,3,0.000352067,0.705999,0.749115,2.78613,4.9641,3.97063,-0.0375263,-0.00091685,1.25227,4.96996,-1.11844,-0.450997,0.480819,1.15191,0.936691,33.1364,55.4344,1358.71,0.0513635,0.199854,0.149257,10430700.0,-1394130.0,10255800.0,14379600.0
3803,3,FS,Engine,BRG_A,DS,1,5120,1161.24,16384,m/s^2,0.405214,2.55976,4.08749,5.91793,0,0.000610316,2.82994,2.84428,9.82367,19.8373,3.48706,-0.0180249,-0.453225,1.22571,4.2667,-4.62599,-2.08356,2.09469,4.75465,4.15494,121.425,343.322,18581.9,0.163569,0.287039,0.126802,28622300.0,545578000.0,339638000.0,189000000.0
3804,7,FS,Agitator,BRG_A,DS,1,5120,1165.5,16384,m/s^2,0.411794,2.59144,3.99262,5.84189,0,0.000180878,0.714589,0.669537,2.71352,5.42465,3.98145,-0.019362,-0.0609879,1.25131,4.95225,-1.18097,-0.453664,0.476315,1.12384,0.957793,58.4802,61.8821,1588.78,0.0267874,0.282656,0.148478,25293500.0,8149200.0,29922800.0,30738200.0
3805,7,FS,Agitator,BRG_A,DS,1,5120,1162.12,16384,m/s^2,0.411794,2.59144,3.99262,5.84189,0,0.000212846,1.38845,1.38694,6.1252,11.4643,4.64582,-0.0470533,-0.077382,1.24472,5.79111,-2.30807,-0.960061,0.973126,2.2516,1.94075,96.561,151.147,3578.47,0.164038,0.308177,0.141761,29239200.0,42941500.0,88346900.0,161966000.0
3806,7,DS,Agitator,BRG_E,DS,1,5120,1160.93,16384,m/s^2,0.381794,2.02144,2.99262,4.84189,3,0.000336932,0.836372,0.864367,3.66264,6.5666,4.03982,-0.00769477,0.052871,1.25543,5.09141,-1.37286,-0.554047,0.577316,1.49665,1.17786,53.3885,98.8694,2896.74,0.0264251,0.198371,0.135956,60836600.0,20372500.0,76654300.0,8639910.0
3807,3,FS,Engine,BRG_A,DS,1,5120,1162.68,16384,m/s^2,0.405214,2.55976,4.08749,5.91793,0,0.000547927,2.95103,2.96321,10.4174,19.4027,3.38851,0.00846606,-0.370835,1.22195,4.16217,-4.86295,-2.15851,2.10967,4.8153,4.31845,131.587,356.709,16160.6,0.161185,0.283013,0.125876,29629100.0,592163000.0,411478000.0,176514000.0
3808,7,DS,Agitator,BRG_E,DS,1,5120,1165.55,16384,m/s^2,0.381794,2.02144,2.99262,4.84189,0,0.000340124,0.383143,0.441891,1.61413,2.83053,3.98387,0.0255683,0.058831,1.25265,4.97159,-0.647732,-0.298045,0.279233,0.667054,0.567854,30.6764,41.1322,1460.09,0.0465268,0.200126,0.143221,2756280.0,13770300.0,11692900.0,14350200.0
3809,7,FS,Agitator,BRG_A,DS,1,5120,1163.79,16384,m/s^2,0.411794,2.59144,3.99262,5.84189,0,0.000134679,0.827467,0.831948,3.3175,6.44939,3.89956,0.0378427,0.0953575,1.25786,4.91243,-1.31905,-0.534755,0.554841,1.26663,1.03454,66.1287,86.7416,2934.95,0.00152335,0.278275,0.153345,40467100.0,-1002870.0,44088500.0,34809900.0
3810,3,FS,Engine,BRG_A,DS,1,5120,1159.79,16384,m/s^2,0.405214,2.55976,4.08749,5.91793,0,0.000188648,3.67889,3.66765,11.171,21.7565,3.04843,0.0858337,-0.658656,1.20525,3.66944,-5.68236,-2.73615,2.74403,6.07349,5.50901,168.02,436.511,19996.4,0.164757,0.275744,0.121771,40793200.0,1151800000.0,443857000.0,185945000.0
3811,9,FS,Pump,BRG_B,FS,0,6400,1175.71,16384,m/s^2,0.415987,2.13593,4.94682,7.14286,1,0.000569667,2.22419,2.21317,11.3692,19.6583,5.25282,-0.00444313,0.177559,1.26099,6.63141,-3.55352,-1.4407,1.43829,3.49368,2.82772,184.027,208.547,3902.5,0.0182764,0.205677,0.134825,264012000.0,216256000.0,97784400.0,12050500.0
3812,7,DS,Agitator,BRG_E,DS,1,5120,1157.92,16384,m/s^2,0.381794,2.02144,2.99262,4.84189,0,0.00027674,0.609774,0.587167,2.69227,5.49803,4.84249,0.0606684,0.704299,1.27632,6.18683,-0.962297,-0.37192,0.367483,0.96339,0.729183,33.585,64.634,1848.95,0.0481912,0.186196,0.149072,31571300.0,8126410.0,-399235.0,-24788700.0
3813,2,DS,Pump,BRG_G,DS,0,5120,1098.59,16384,m/s^2,0.419199,2.97983,4.21303,5.828,0,0.000426326,2.06384,2.01954,8.92976,16.1613,4.38978,-0.0137974,-0.0952311,1.24643,5.49497,-3.40023,-1.42569,1.41896,3.31569,2.82822,136.115,221.982,5407.33,0.192356,0.381213,0.119283,5244140.0,44211500.0,50335700.0,481369000.0
3814,9,DS,Pump,BRG_H,FS,0,6400,1216.77,16384,m/s^2,0.405987,2.57593,5.67682,8.40286,0,-0.00026198,5.98819,5.9508,22.5202,43.5873,3.78528,-0.00460571,0.00847217,1.25515,4.72192,-9.98828,-3.96404,4.01445,9.86896,8.0372,352.188,680.836,9840.17,0.494015,0.409541,0.104824,16519100.0,47153400.0,203636000.0,4522240000.0
3815,2,DS,Pump,BRG_G,DS,0,5120,1097.12,16384,m/s^2,0.419199,2.97983,4.21303,5.828,0,0.000380522,1.95464,2.01497,7.94509,14.5587,3.81511,-0.0114161,-0.0870771,1.2437,4.74896,-3.27354,-1.38311,1.34051,3.30508,2.71021,138.171,217.818,3421.46,0.191591,0.379194,0.122807,3489630.0,36933700.0,37547200.0,449320000.0
3816,2,FS,Pump,BRG_F,DS,0,5120,1101.47,16384,m/s^2,0.409199,2.73983,3.73303,5.308,0,0.000234034,1.88643,1.88777,6.43082,12.5113,3.388,0.00126333,-0.44298,1.22713,4.11981,-3.0236,-1.3534,1.35329,3.03214,2.70249,109.296,211.795,10927.4,0.192166,0.349374,0.129555,2849780.0,228660000.0,37818900.0,222035000.0
3817,7,DS,Agitator,BRG_E,DS,1,5120,1161.55,16384,m/s^2,0.381794,2.02144,2.99262,4.84189,0,2.79366e-05,0.491465,0.493104,2.85595,5.18437,5.79608,-0.0230784,0.627969,1.27556,7.37062,-0.797274,-0.313505,0.309741,0.705296,0.620275,36.1082,53.644,1448.95,0.0474196,0.194755,0.147087,28564600.0,1058400.0,-4650660.0,-11035600.0
3818,7,FS,Agitator,BRG_A,DS,1,5120,1159.84,16384,m/s^2,0.411794,2.59144,3.99262,5.84189,0,0.000164173,1.06598,1.07571,5.03945,9.61766,4.92608,0.0325708,0.130179,1.25359,6.19111,-1.73381,-0.726028,0.719488,1.72515,1.42395,77.9998,110.425,2962.54,0.161441,0.290446,0.141947,23431400.0,41597500.0,14049400.0,59721800.0
3819,2,FS,Pump,BRG_F,DS,0,5120,1101.26,16384,m/s^2,0.409199,2.73983,3.73303,5.308,0,0.000490217,1.78705,1.79039,6.3214,11.6576,3.58845,0.00254977,-0.21614,1.23514,4.42037,-2.93024,-1.25919,1.2546,2.85945,2.46068,106.896,196.172,5836.24,0.194447,0.354797,0.129754,5645960.0,129963000.0,53089600.0,265678000.0
3820,9,FS,Pump,BRG_B,FS,0,6400,1219.34,16384,m/s^2,0.415987,2.13593,4.94682,7.14286,0,0.000196956,2.01923,2.05606,9.03393,17.016,4.43641,0.0151069,0.00922977,1.25062,5.52892,-3.40138,-1.41354,1.44081,3.39044,2.80559,198.976,175.259,4795.12,0.0264718,0.239754,0.15218,262236000.0,59427400.0,105083000.0,126689000.0
3821,8,FS,Roller,BRG_D,DS,0,640,1095.46,16384,m/s^2,0.0326703,0.215398,0.524658,0.753853,0,0.000170466,0.052102,0.0977022,0.295587,0.423748,3.93692,-0.0314325,-0.0689125,1.24799,4.89887,-0.122509,-0.0457717,0.0397139,0.126284,0.108603,2.91826,8.89369,146.751,0.227866,0.216008,0.119115,-3188950.0,-15057400.0,4993390.0,12564500.0
3822,11,DS,Roller,BRG_E,FS,0,512,38.1339,8192,m/s^2,1.03959,5.40216,8.20962,13.4255,0,0.000505416,0.0599582,0.0459449,0.580635,1.04039,4.01439,-0.021914,-0.155926,1.24529,5.0214,-0.0940938,-0.0690019,0.0482691,0.107753,0.1696,4.96656,2.84747,286.908,-0.00253088,0.218173,0.143009,2676380.0,-1165330.0,-42941200.0,-6954000.0
3823,3,DS,Engine,BRG_E,DS,1,5120,1165.49,16384,m/s^2,0.375214,1.98976,3.08749,4.91793,0,0.000275792,0.563181,0.548933,2.13804,4.33982,3.84196,-0.0559533,-0.0629204,1.26144,4.87989,-0.93406,-0.341674,0.397093,0.979177,0.778569,38.6158,64.4422,1386.34,0.0239618,0.256006,0.160216,22937700.0,825658.0,-10766400.0,34281300.0
3824,1,DS,Pump,BRG_K,DS,0,12800,2483.28,16384,m/s^2,0.390781,2.00655,4.88776,7.10268,0,-0.000299826,4.78956,4.76841,23.8795,44.9205,4.98955,0.00090255,0.0726378,1.25687,6.24798,-7.9196,-3.20556,3.23869,7.89869,6.44447,356.319,496.376,20363.9,0.0304445,0.20694,0.146481,2011990000.0,114229000.0,890162000.0,101819000.0
3825,8,DS,Roller,BRG_D,DS,0,640,974.319,16384,m/s^2,0.0326703,0.215398,0.524658,0.753853,1,0.000172576,0.035918,0.0684785,0.54172,0.799279,9.25471,0.040672,6.64727,1.38178,12.7631,-0.198741,-0.0367767,0.0177596,0.109945,0.067355,3.64232,6.50682,-28.8938,0.207158,0.245174,0.127638,642949.0,-8588870.0,11115000.0,-10279000.0
3826,11,DS,Roller,BRG_E,FS,0,512,35.2801,8192,m/s^2,1.03959,5.40216,8.20962,13.4255,0,0.000318092,0.150839,0.122993,0.484468,0.739698,4.1881,-0.0104449,0.0174826,1.24553,5.20754,-0.256775,-0.0827493,0.0891713,0.251198,0.187397,7.78648,8.21567,219.746,0.0767761,0.222282,0.142096,-2735410.0,-6614620.0,14197400.0,18273200.0
3827,11,FS,Roller,BRG_E,FS,0,512,36.2901,8192,m/s^2,1.03959,5.40216,8.20962,13.4255,0,0.000482764,0.111454,0.0878811,0.352816,0.846616,4.13975,-0.00908801,-0.190024,1.24562,5.14474,-0.138963,-0.070853,0.0586726,0.153587,0.109053,5.7018,10.9322,191.079,0.145052,0.225467,0.143076,4959110.0,337400.0,-29888000.0,-31046600.0
3828,8,FS,Roller,BRG_D,DS,0,640,1174.44,16384,m/s^2,0.0326703,0.215398,0.524658,0.753853,0,0.00013848,0.0362509,0.079018,0.232559,0.779865,4.04019,0.0292271,-0.0317724,1.2538,5.06203,-0.141375,-0.056668,0.0476344,0.175527,0.111293,6.71211,3.21788,99.0843,0.198497,0.210615,0.12432,-15406.3,-145316.0,-60353800.0,17258800.0
3829,7,FS,Agitator,BRG_A,DS,1,5120,1161.95,16384,m/s^2,0.411794,2.59144,3.99262,5.84189,0,0.000247685,0.897165,1.0147,3.44925,6.82392,3.70553,-0.0606488,0.0159075,1.25412,4.62108,-1.634,-0.628416,0.636064,1.54726,1.29139,46.6814,115.198,4319.97,0.0248269,0.179028,0.136391,88014200.0,19098800.0,26324200.0,-12557900.0
3830,2,DS,Pump,BRG_G,DS,0,5120,1101.62,16384,m/s^2,0.419199,2.97983,4.21303,5.828,3,0.000214916,2.13249,2.15224,8.95276,17.7905,4.18358,0.116047,0.143392,1.26616,5.2612,-3.57893,-1.43806,1.4022,3.7288,2.93148,147.296,238.782,5614.63,0.105621,0.340206,0.148856,98032500.0,90500000.0,76823000.0,395475000.0
3831,8,DS,Roller,BRG_D,DS,0,640,1225.68,16384,m/s^2,0.0326703,0.215398,0.524658,0.753853,0,0.000451483,0.0345257,0.0582378,0.20244,0.15217,3.95127,0.0422904,-0.0180939,1.25301,4.91929,-0.027605,-0.00365108,0.00631525,0.00451896,0.0740706,2.51276,7.26594,86.6273,0.292105,0.218327,0.123954,-1334850.0,6479380.0,-48263300.0,2039170.0
3832,7,DS,Agitator,BRG_E,DS,1,5120,1162.14,16384,m/s^2,0.381794,2.02144,2.99262,4.84189,0,8.78469e-05,0.756757,0.81141,3.29291,7.1671,4.39685,-0.0112881,0.129447,1.26043,5.52475,-1.21154,-0.528004,0.516518,1.2634,1.0499,45.5629,82.1366,2430.34,0.13796,0.208299,0.147138,31056000.0,28925700.0,15712000.0,20555100.0
3833,7,DS,Agitator,BRG_E,DS,1,5120,1158.68,16384,m/s^2,0.381794,2.02144,2.99262,4.84189,0,0.000133738,0.379907,0.418753,1.60829,3.6981,4.03968,0.00353365,-0.115936,1.24866,5.03254,-0.68993,-0.290598,0.29682,0.654347,0.587021,30.9425,45.1192,1844.77,0.0461359,0.211138,0.141617,11783000.0,-881621.0,32223400.0,12115300.0
3834,8,DS,Roller,BRG_D,DS,0,640,943.636,16384,m/s^2,0.0326703,0.215398,0.524658,0.753853,1,0.000286567,0.0307011,0.0625687,0.259938,0.474905,8.04037,-0.0972086,2.79511,1.30971,10.5333,-0.0145092,-0.0433882,-0.00261283,0.037991,0.0768591,5.75214,1.97609,102.005,0.0665503,0.217262,0.12297,-623628.0,4865570.0,-20649300.0,919030.0
3835,7,DS,Agitator,BRG_E,DS,1,5120,1160.96,16384,m/s^2,0.381794,2.02144,2.99262,4.84189,3,0.000140317,0.838494,0.840001,3.17676,6.09441,3.92544,-0.0154244,0.0568387,1.254,4.94282,-1.40453,-0.56344,0.514076,1.31963,1.09676,55.8379,87.2152,2939.17,0.0276938,0.20249,0.133976,52808800.0,18595100.0,7789200.0,16824900.0
3836,9,DS,Pump,BRG_H,FS,0,6400,1181.87,16384,m/s^2,0.405987,2.57593,5.67682,8.40286,0,1.69799e-05,6.8722,6.89688,23.9388,47.4201,3.47272,-0.0118096,-0.219306,1.2494,4.33775,-11.3754,-4.64741,4.67643,11.3772,9.31824,389.8,805.33,13281.7,0.502175,0.407397,0.109382,41096000.0,39370300.0,338294000.0,6126180000.0
3837,2,DS,Pump,BRG_G,DS,0,5120,1117.2,16384,m/s^2,0.419199,2.97983,4.21303,5.828,0,0.000298775,1.86122,1.85936,7.83111,14.9618,4.16856,0.00875366,0.13796,1.25291,5.2729,-3.09003,-1.25252,1.27883,3.07453,2.54923,122.689,201.439,3134.75,0.00870077,0.372325,0.138018,25741100.0,7758310.0,-11902300.0,411177000.0
3838,7,FS,Agitator,BRG_A,DS,1,5120,1161.06,16384,m/s^2,0.411794,2.59144,3.99262,5.84189,0,0.000428753,0.7706,0.802227,3.64531,6.97454,4.56545,0.0406987,0.164078,1.25779,5.77721,-1.27859,-0.525195,0.508336,1.35763,1.05617,65.1416,75.8842,1629.83,0.00489784,0.284137,0.149757,35959700.0,4393140.0,31005300.0,36673900.0
3839,11,DS,Roller,BRG_E,FS,0,512,38.3308,8192,m/s^2,1.03959,5.40216,8.20962,13.4255,0,0.000348418,0.149146,0.111932,0.40167,1.08457,4.23966,-0.0603542,-0.0692201,1.24941,5.30943,-0.176934,-0.0586712,0.0878555,0.118851,0.174866,9.16827,4.01199,204.986,0.146928,0.217903,0.137984,6893810.0,-10240600.0,-3644020.0,14196100.0
3840,2,FS,Pump,BRG_F,DS,0,5120,1100.53,16384,m/s^2,0.409199,2.73983,3.73303,5.308,0,0.000150802,1.99717,1.99089,6.84896,12.3921,3.39775,-0.0502698,-0.696508,1.19623,4.0407,-3.27915,-1.48191,1.50339,3.07108,3.08299,103.502,237.34,9923.97,0.195508,0.322751,0.142619,27577400.0,357000000.0,-6596650.0,113644000.0
3841,7,FS,Agitator,BRG_A,DS,1,5120,1163.87,16384,m/s^2,0.411794,2.59144,3.99262,5.84189,0,1.20694e-05,1.36296,1.31125,5.87727,10.8705,4.30195,0.1725,0.668457,1.28052,5.51302,-2.23667,-0.893032,0.853988,2.19303,1.77699,65.4326,162.451,7475.62,0.0430172,0.182962,0.132785,177784000.0,36837400.0,20100800.0,18206400.0
3842,7,FS,Agitator,BRG_A,DS,1,5120,1161.82,16384,m/s^2,0.411794,2.59144,3.99262,5.84189,0,0.00048208,1.63897,1.65452,7.09385,13.4029,4.34917,0.0201204,0.466112,1.27546,5.55883,-2.72055,-1.03442,1.07516,2.58808,2.13811,79.3237,190.899,6725.61,0.0476796,0.199776,0.130574,178999000.0,41581600.0,130206000.0,15659200.0
3843,7,DS,Agitator,BRG_E,DS,1,5120,1160.15,16384,m/s^2,0.381794,2.02144,2.99262,4.84189,0,0.000101388,0.467926,0.51208,2.69459,5.24975,5.47813,-0.0964612,0.836463,1.28112,7.03369,-0.714755,-0.316697,0.305875,0.696751,0.561758,31.6074,52.1032,1362.41,0.00336349,0.194499,0.146122,22738700.0,8760730.0,-33595900.0,1047330.0
3844,3,FS,Engine,BRG_A,DS,1,5120,1162.69,16384,m/s^2,0.405214,2.55976,4.08749,5.91793,0,0.000558206,2.89087,2.88025,10.1433,19.6868,3.47319,0.0302893,-0.239291,1.23126,4.31788,-4.63659,-2.07465,2.02991,4.73163,4.113,163.796,335.302,11819.3,0.162151,0.285358,0.125382,41736900.0,499189000.0,382246000.0,194588000.0
3845,3,DS,Engine,BRG_E,DS,1,5120,1163.05,16384,m/s^2,0.375214,1.98976,3.08749,4.91793,0,0.000310135,0.557152,0.60476,2.80705,4.42828,4.4105,-0.15043,0.0336047,1.25824,5.54352,-1.03128,-0.371164,0.394802,0.99924,0.741843,36.5528,67.7871,1944.68,0.0283206,0.238355,0.175778,33512800.0,4867.64,-25120000.0,-13311700.0
3846,3,FS,Engine,BRG_A,DS,1,5120,1162.22,16384,m/s^2,0.405214,2.55976,4.08749,5.91793,0,4.86218e-05,2.67632,2.62208,10.1848,19.0456,3.77931,-0.0381143,-0.315223,1.23355,4.65872,-4.42672,-1.89519,1.85058,4.34787,3.74192,118.586,319.249,12636.5,0.276223,0.280091,0.130659,30077800.0,446989000.0,271506000.0,171450000.0
3847,9,DS,Pump,BRG_H,FS,0,6400,1177.2,16384,m/s^2,0.405987,2.57593,5.67682,8.40286,0,1.77502e-05,7.01452,6.97534,24.2188,48.1223,3.48245,-0.0112524,0.0162517,1.26436,4.37992,-11.7767,-4.53244,4.58899,11.6545,9.20218,360.123,815.049,17572.4,0.493874,0.409603,0.106915,25383500.0,37832300.0,263866000.0,6204970000.0
